index date   ,name,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,ALCOHOLIC BEVERAGES AND TOBACCO,CLOTHING AND FOOTWEAR,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS","FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE",HEALTH,TRANSPORT,COMMUNICATION,RECREATION & CULTURE,EDUCATION,RESTAURANTS AND HOTELS,MISCELLANEOUS GOODS AND SERVICES
198801,Jan-88,46.851,47.901,27.262,191.973,38.714,68.285,37.606,40.338,96.974,73.343,12.344,32.871,45.903
198802,Feb-88,46.998,48.174,27.365,193.181,38.791,68.649,37.662,40.317,96.963,73.553,12.348,33.025,46.086
198803,Mar-88,47.202,48.324,27.433,194.760,38.993,69.179,38.192,40.559,96.968,73.580,12.349,33.115,46.108
198804,Apr-88,47.801,48.592,27.824,195.128,39.763,69.502,38.385,41.075,96.966,74.924,12.360,33.526,46.369
198805,May-88,48.044,48.714,27.931,197.851,40.011,69.834,38.513,41.217,96.958,75.220,12.365,33.670,46.538
198806,Jun-88,48.210,48.793,27.942,198.489,40.179,69.987,38.608,41.582,96.948,75.162,12.377,33.785,46.703
198807,Jul-88,48.233,48.355,27.941,195.092,40.351,69.900,38.683,41.829,96.938,75.262,12.375,33.887,47.195
198808,Aug-88,48.491,48.583,27.968,195.298,40.694,70.211,38.919,41.995,96.921,75.439,12.392,34.116,47.408
198809,Sep-88,48.716,48.765,28.016,198.023,40.830,70.752,39.014,42.107,97.645,75.386,13.117,34.359,47.560
198810,Oct-88,49.045,48.838,28.115,201.946,41.280,70.942,39.269,42.203,97.621,75.670,13.126,34.555,47.719
198811,Nov-88,49.307,49.205,28.146,203.159,41.616,71.256,39.468,42.184,97.625,75.814,13.168,34.715,48.130
198812,Dec-88,49.337,49.545,28.062,203.868,41.555,71.303,39.488,42.075,97.627,75.863,13.170,34.794,48.237
198901,Jan-89,49.530,49.967,28.350,199.563,41.772,70.921,40.441,42.394,97.581,75.969,13.212,34.981,48.900
198902,Feb-89,49.738,50.106,28.497,201.479,41.938,71.289,40.698,42.559,97.544,76.213,13.221,35.081,49.264
198903,Mar-89,50.003,50.371,28.550,202.247,42.251,71.665,40.742,42.869,97.568,76.311,13.220,35.228,49.354
198904,Apr-89,50.497,50.964,28.666,205.844,42.601,72.042,41.330,43.695,97.629,76.819,13.227,35.419,49.895
198905,May-89,50.866,51.279,28.717,207.132,43.025,72.348,41.640,44.125,97.594,77.471,13.262,35.572,50.037
198906,Jun-89,51.007,51.443,28.757,207.524,43.153,72.466,41.864,44.320,97.546,77.602,13.294,35.709,50.030
198907,Jul-89,50.996,51.133,28.776,203.484,43.285,72.371,41.969,44.291,97.486,77.899,13.318,35.919,50.233
198908,Aug-89,51.139,51.328,28.796,203.512,43.509,72.662,42.263,44.004,97.523,77.979,13.348,36.244,50.308
198909,Sep-89,51.510,51.704,28.941,207.691,43.824,72.988,42.278,44.170,99.412,78.191,13.918,36.476,50.435
198910,Oct-89,51.900,52.259,29.195,210.218,44.150,73.418,42.517,44.294,100.877,78.653,13.933,36.777,50.691
198911,Nov-89,52.093,52.777,29.168,211.519,44.262,73.700,42.637,44.143,101.630,79.320,14.020,36.905,51.016
198912,Dec-89,52.183,53.233,29.059,211.362,44.391,73.846,42.639,43.774,101.790,79.409,14.067,37.071,51.194
199001,Jan-90,52.448,53.958,29.255,206.824,44.681,73.673,43.680,44.082,101.857,79.718,14.229,37.322,51.480
199002,Feb-90,52.864,54.446,29.428,209.130,45.138,74.151,43.740,44.438,102.088,79.972,14.311,37.475,51.794
199003,Mar-90,53.085,54.740,29.537,210.528,45.228,74.893,44.232,44.678,102.011,80.209,14.314,37.641,52.053
199004,Apr-90,54.404,55.242,30.516,213.778,47.275,75.244,44.595,45.708,101.971,81.131,14.336,38.521,52.179
199005,May-90,55.026,55.912,31.176,214.802,48.041,75.786,44.778,45.979,102.233,81.588,14.356,38.994,52.484
199006,Jun-90,55.193,55.876,31.285,214.547,48.215,75.997,45.018,46.270,102.312,81.700,14.495,39.215,52.705
199007,Jul-90,55.183,55.242,31.497,208.671,48.503,75.091,45.421,46.448,102.311,81.687,14.500,39.612,52.890
199008,Aug-90,55.700,55.831,31.437,210.872,48.845,75.961,45.691,47.541,102.313,81.973,14.588,39.945,53.250
199009,Sep-90,56.228,55.985,31.497,215.645,49.116,76.578,46.406,48.577,106.315,82.382,15.467,40.276,53.535
199010,Oct-90,56.700,56.022,31.741,218.166,49.700,77.076,46.726,48.921,108.513,83.194,15.473,40.552,53.883
199011,Nov-90,56.872,56.404,31.736,219.965,50.009,77.585,46.921,48.169,109.386,83.639,15.561,40.735,54.083
199012,Dec-90,56.959,56.771,31.725,219.922,50.309,77.972,46.995,47.286,109.570,83.777,15.600,40.966,54.077
199101,Jan-91,56.964,57.159,32.049,210.958,50.518,76.576,47.350,47.236,109.669,83.803,15.715,41.193,54.484
199102,Feb-91,57.211,57.856,32.311,211.622,50.549,77.473,47.478,47.302,109.793,84.148,15.722,41.377,54.769
199103,Mar-91,57.494,57.876,32.441,213.971,50.876,78.246,47.838,47.650,109.776,84.080,15.732,41.509,54.938
199104,Apr-91,58.729,58.572,35.434,218.398,50.905,79.506,49.288,49.256,112.179,86.743,15.901,43.485,56.190
199105,May-91,59.158,58.485,35.760,219.375,51.349,80.514,49.702,49.950,112.485,87.214,16.020,43.758,56.461
199106,Jun-91,59.461,59.052,35.853,219.830,51.641,80.788,50.039,50.267,112.682,87.173,16.149,44.013,56.554
199107,Jul-91,59.343,58.317,35.805,210.613,51.738,79.865,50.347,50.670,112.976,87.443,16.134,44.394,56.784
199108,Aug-91,59.900,58.884,35.797,213.963,52.463,81.189,50.900,50.862,113.030,87.860,16.196,44.659,57.088
199109,Sep-91,60.091,58.430,35.823,219.218,52.611,81.521,51.062,50.990,114.587,87.847,17.948,44.855,56.983
199110,Oct-91,60.369,58.478,35.845,221.925,52.875,81.754,51.486,51.289,115.871,88.022,18.038,45.027,57.571
199111,Nov-91,60.547,59.024,36.064,222.626,52.884,82.004,51.578,51.386,116.532,88.270,18.066,45.163,57.685
199112,Dec-91,60.663,59.201,36.077,223.153,53.095,82.400,51.694,51.213,116.555,88.499,18.089,45.275,57.422
199201,Jan-92,60.522,59.730,36.460,211.162,53.080,80.596,51.605,51.028,116.351,88.414,18.228,45.366,58.097
199202,Feb-92,60.833,60.096,36.617,212.409,53.349,81.299,51.767,51.424,116.348,88.552,18.261,45.510,58.258
199203,Mar-92,61.064,60.257,36.729,215.032,53.342,82.037,52.270,51.934,116.214,88.945,18.260,45.650,58.459
199204,Apr-92,61.808,60.002,38.167,216.616,54.395,82.084,52.871,52.492,116.223,89.947,18.295,46.103,59.029
199205,May-92,62.164,60.243,38.333,216.529,54.949,82.202,53.138,52.817,116.159,90.050,18.369,46.341,59.256
199206,Jun-92,62.215,60.028,38.359,217.318,54.993,81.919,53.321,53.046,116.184,90.060,18.391,46.522,59.295
199207,Jul-92,62.022,59.249,38.395,207.892,55.199,80.961,53.724,53.006,116.019,89.835,18.447,46.762,59.474
199208,Aug-92,62.113,59.387,38.397,207.401,55.339,81.516,53.928,52.908,116.000,89.940,18.477,46.917,59.321
199209,Sep-92,62.293,59.175,38.412,215.258,55.374,82.381,54.025,52.656,116.014,90.108,19.788,47.136,59.473
199210,Oct-92,62.464,59.360,38.498,218.422,55.463,82.579,54.117,52.732,116.002,90.094,19.863,47.352,59.640
199211,Nov-92,62.542,59.258,38.570,217.642,55.597,82.765,54.413,52.723,115.966,90.270,19.894,47.470,59.963
199212,Dec-92,62.602,59.748,38.625,216.628,55.636,83.414,54.454,52.489,115.964,90.255,19.910,47.580,59.622
199301,Jan-93,62.351,59.925,38.969,205.996,55.683,81.247,54.589,51.858,116.532,90.187,20.036,47.684,59.968
199302,Feb-93,62.737,60.600,39.138,207.600,55.961,81.780,54.640,52.388,117.077,90.537,20.069,47.788,60.296
199303,Mar-93,63.045,61.084,39.333,210.430,56.049,82.466,54.831,52.924,117.587,90.605,20.136,47.943,60.652
199304,Apr-93,63.415,60.791,40.231,212.335,56.098,82.787,55.368,53.866,117.658,91.249,20.221,48.572,61.209
199305,May-93,63.569,61.482,40.438,213.234,55.980,82.937,54.326,54.212,117.667,91.455,20.259,48.715,61.295
199306,Jun-93,63.576,61.128,40.409,211.522,56.077,82.341,52.687,54.849,114.887,91.415,20.337,48.913,61.298
199307,Jul-93,63.430,61.094,40.378,203.724,56.081,81.008,52.427,54.879,116.309,91.356,20.377,49.177,61.471
199308,Aug-93,63.719,61.102,40.627,206.302,56.360,81.863,52.689,54.954,116.492,91.753,20.396,49.323,61.916
199309,Sep-93,63.955,60.875,40.827,213.814,56.414,82.299,52.817,55.126,116.576,91.857,21.676,49.465,62.211
199310,Oct-93,63.953,60.348,40.862,214.639,56.609,82.162,52.727,54.805,116.565,91.928,21.759,49.629,62.213
199311,Nov-93,63.846,59.919,40.595,215.057,56.605,82.540,55.392,53.997,117.015,92.223,21.825,49.701,62.339
199312,Dec-93,64.020,60.062,40.829,214.518,56.805,82.865,55.167,54.395,116.850,92.300,21.852,49.813,61.938
199401,Jan-94,63.965,60.366,41.755,202.957,57.074,80.652,52.863,54.788,113.923,92.093,21.968,49.884,62.148
199402,Feb-94,64.246,60.722,41.928,205.867,57.204,81.004,55.391,55.165,113.518,92.251,21.987,49.972,62.506
199403,Mar-94,64.423,61.122,41.855,208.430,57.243,81.925,52.984,55.482,111.276,92.319,22.009,50.075,62.702
199404,Apr-94,64.933,61.304,42.001,208.439,58.333,81.643,53.541,55.698,111.747,92.654,22.075,50.252,62.602
199405,May-94,65.066,61.824,42.095,208.416,58.248,81.793,56.411,55.941,111.759,92.790,22.131,50.351,62.683
199406,Jun-94,65.061,61.791,42.042,208.071,58.238,81.645,54.282,55.965,111.672,92.826,22.168,50.623,62.800
199407,Jul-94,64.738,61.432,42.037,199.185,58.224,79.997,54.211,55.863,111.227,92.349,22.207,50.841,62.517
199408,Aug-94,65.090,61.620,42.009,203.706,58.463,81.199,56.319,56.099,111.277,92.625,22.217,51.031,62.859
199409,Sep-94,65.198,61.024,42.056,209.516,58.582,81.530,55.956,56.016,110.644,92.713,23.070,51.156,62.946
199410,Oct-94,65.102,60.907,41.991,209.164,58.540,81.404,54.600,55.650,108.233,92.979,23.062,51.328,62.964
199411,Nov-94,65.206,61.115,41.742,210.348,58.685,82.100,54.319,55.428,108.267,93.055,23.153,51.434,63.080
199412,Dec-94,65.456,61.567,41.885,210.582,58.828,82.624,55.590,55.859,108.239,93.130,23.210,51.578,63.170
199501,Jan-95,65.481,62.152,43.014,200.093,58.886,80.862,54.367,56.260,108.282,93.197,23.258,51.918,62.988
199502,Feb-95,65.717,62.492,43.573,200.926,58.952,81.822,53.843,56.537,108.500,93.198,23.304,52.126,63.066
199503,Mar-95,65.997,62.941,43.696,203.032,59.008,82.719,55.438,56.988,108.931,93.377,23.304,52.281,63.299
199504,Apr-95,66.425,62.899,43.872,204.419,59.814,82.581,55.166,57.390,109.145,93.689,23.304,52.432,63.362
199505,May-95,66.734,63.911,44.184,205.265,59.978,83.245,55.725,57.448,109.256,93.763,23.351,52.586,63.638
199506,Jun-95,66.810,63.651,44.182,204.662,60.039,83.033,55.188,57.892,109.146,94.000,23.351,52.902,63.647
199507,Jul-95,66.579,63.211,44.227,195.351,60.073,82.008,55.352,57.898,106.330,94.276,23.397,53.116,63.419
199508,Aug-95,66.858,64.231,44.101,198.019,60.225,82.926,55.403,57.637,106.440,94.492,23.397,53.274,63.739
199509,Sep-95,67.161,64.410,44.145,205.515,60.450,83.609,56.535,57.501,106.441,94.818,24.053,53.320,63.993
199510,Oct-95,67.069,63.625,44.314,205.748,60.572,83.700,55.930,57.017,106.657,94.833,24.053,53.478,63.698
199511,Nov-95,67.098,63.689,44.004,206.753,60.666,84.374,55.859,56.525,106.550,94.846,24.101,53.639,63.897
199512,Dec-95,67.487,64.254,44.148,206.956,60.919,85.213,56.227,57.501,106.763,95.165,24.149,53.693,63.915
199601,Jan-96,67.386,64.654,45.102,193.991,61.127,82.522,56.608,58.154,106.249,95.012,24.221,53.739,63.342
199602,Feb-96,67.717,65.381,45.539,194.425,61.363,83.556,56.776,58.144,106.329,95.234,24.233,53.843,63.940
199603,Mar-96,67.945,65.882,45.616,196.712,61.406,84.828,57.265,58.220,106.278,95.268,24.247,53.945,64.014
199604,Apr-96,68.307,65.854,45.944,197.459,61.976,84.357,58.008,58.773,106.331,95.729,24.287,54.140,64.249
199605,May-96,68.612,66.341,46.137,198.148,62.379,84.863,57.830,58.975,106.525,95.595,24.332,54.318,64.269
199606,Jun-96,68.658,66.265,46.190,198.093,62.413,84.917,57.974,59.004,106.409,95.560,24.352,54.669,64.221
199607,Jul-96,68.346,65.342,46.286,187.530,62.547,83.479,58.000,58.994,105.877,95.418,24.416,54.922,64.438
199608,Aug-96,68.685,66.170,46.167,189.784,62.705,84.333,58.198,59.486,106.036,95.554,24.431,55.112,64.353
199609,Sep-96,69.002,65.458,46.240,198.887,62.876,84.884,58.433,60.239,105.996,95.517,25.044,55.242,64.632
199610,Oct-96,69.060,64.854,46.330,199.084,63.109,84.595,57.825,60.451,103.940,95.752,25.094,55.356,65.160
199611,Nov-96,69.164,64.542,46.111,201.309,63.272,85.406,57.794,60.275,103.953,96.022,25.122,55.465,65.362
199612,Dec-96,69.363,64.652,46.224,201.314,63.375,86.260,58.494,60.732,103.966,96.082,25.188,55.588,65.455
199701,Jan-97,69.158,65.101,46.980,188.925,63.489,83.089,57.636,61.226,103.285,95.900,25.336,55.619,65.318
199702,Feb-97,69.308,65.028,47.347,189.424,63.552,83.566,58.204,61.499,103.284,96.002,25.343,55.754,65.459
199703,Mar-97,69.446,64.623,47.271,192.150,63.622,85.446,59.151,61.476,102.698,95.841,25.355,55.853,65.693
199704,Apr-97,69.743,64.838,47.650,192.875,64.115,84.890,59.604,61.404,102.761,96.394,25.385,56.137,66.099
199705,May-97,70.021,65.304,47.934,193.820,64.426,85.211,59.805,61.486,102.726,96.536,25.409,56.360,66.171
199706,Jun-97,70.130,65.959,47.790,192.821,64.412,85.005,59.315,61.826,102.282,96.603,25.466,56.666,66.167
199707,Jul-97,69.963,65.565,47.872,182.967,64.417,83.698,59.413,62.587,102.451,96.742,25.493,56.948,66.036
199708,Aug-97,70.275,65.761,48.178,186.300,64.538,84.692,60.549,63.018,102.750,96.903,25.517,57.038,66.146
199709,Sep-97,70.511,65.623,48.273,194.170,64.503,85.145,60.475,63.218,103.171,96.949,26.583,57.153,66.289
199710,Oct-97,70.559,65.675,48.294,193.982,64.633,84.901,59.403,63.049,103.137,97.081,26.652,57.294,66.672
199711,Nov-97,70.593,65.359,48.034,196.416,64.583,85.871,59.520,62.923,102.947,97.061,26.696,57.441,66.950
199712,Dec-97,70.706,65.374,48.274,195.722,64.723,86.897,60.368,62.764,102.924,97.066,26.733,57.524,66.952
199801,Jan-98,70.376,65.346,49.482,181.401,64.762,83.386,59.583,63.002,102.577,96.932,26.808,57.771,67.075
199802,Feb-98,70.584,65.297,49.847,182.771,64.839,84.400,60.862,63.106,102.219,96.991,26.808,57.964,67.772
199803,Mar-98,70.769,65.170,49.973,185.684,64.947,85.934,61.157,63.036,102.220,96.833,26.814,58.110,67.878
199804,Apr-98,71.206,65.371,50.320,185.244,65.681,84.828,61.493,64.008,102.152,97.163,26.814,58.332,68.311
199805,May-98,71.545,66.338,50.532,187.553,65.792,85.644,61.546,64.152,102.048,97.202,26.825,58.696,68.586
199806,Jun-98,71.445,66.091,50.435,187.037,65.723,85.150,62.034,64.070,101.898,97.096,26.832,58.820,68.785
199807,Jul-98,71.180,65.916,50.603,175.031,65.838,84.150,61.982,64.024,101.519,97.052,26.844,59.050,68.847
199808,Aug-98,71.408,66.666,50.636,178.403,65.880,84.558,61.979,64.045,100.539,97.056,26.857,59.283,69.146
199809,Sep-98,71.694,66.382,50.660,187.452,66.044,85.162,61.965,63.938,100.381,97.077,28.212,59.402,69.217
199810,Oct-98,71.716,66.470,50.728,186.009,66.188,84.642,62.170,63.756,100.456,97.255,28.231,59.563,69.470
199811,Nov-98,71.803,66.350,50.459,187.546,66.321,85.797,62.321,63.505,100.164,97.186,28.248,59.720,69.479
199812,Dec-98,72.030,66.878,51.141,186.454,66.486,87.779,62.139,63.032,100.180,97.194,28.274,59.871,69.650
199901,Jan-99,71.769,67.113,52.186,172.681,66.727,83.616,62.105,63.382,100.136,97.254,28.296,60.094,69.719
199902,Feb-99,71.926,67.191,52.247,174.079,66.886,84.580,62.390,63.344,99.964,97.009,28.297,60.243,69.900
199903,Mar-99,72.253,66.741,53.192,176.748,66.975,85.952,62.379,64.282,99.929,97.048,28.300,60.323,69.719
199904,Apr-99,72.622,66.409,53.559,175.892,67.647,84.670,62.516,65.371,99.619,97.549,28.325,60.619,70.266
199905,May-99,72.779,66.820,53.637,177.270,67.602,85.528,62.676,65.349,99.068,97.708,28.338,60.874,70.392
199906,Jun-99,72.702,66.407,53.883,177.038,67.565,84.892,62.660,65.284,98.618,97.732,28.354,61.053,70.573
199907,Jul-99,72.381,65.802,54.209,166.991,67.642,83.590,62.825,65.334,98.175,97.436,28.368,61.146,70.922
199908,Aug-99,72.575,65.625,54.361,170.102,67.740,84.205,63.127,65.648,98.328,97.405,28.368,61.230,71.116
199909,Sep-99,72.817,65.524,54.301,177.319,67.811,84.906,63.499,65.539,97.863,97.538,29.847,61.325,71.074
199910,Oct-99,72.777,65.423,54.332,175.807,67.852,84.326,63.625,65.500,96.387,97.983,29.852,61.450,71.113
199911,Nov-99,72.898,65.682,54.147,176.312,67.992,85.442,63.813,65.240,96.514,98.058,29.886,61.480,71.079
199912,Dec-99,73.103,65.782,53.943,174.870,68.233,87.154,63.733,65.526,97.046,97.993,29.899,61.561,71.003
200001,Jan-00,72.622,65.738,54.420,161.459,68.446,82.827,63.940,65.272,97.012,97.854,29.899,61.667,71.007
200002,Feb-00,72.808,65.713,54.720,163.915,68.464,83.250,63.987,65.771,96.509,97.897,29.899,61.821,70.858
200003,Mar-00,72.957,65.208,54.731,165.945,68.499,84.087,64.222,66.316,96.202,97.832,29.899,61.958,70.970
200004,Apr-00,73.291,65.001,56.567,166.540,68.816,84.022,64.553,66.879,95.618,98.007,29.899,62.312,70.903
200005,May-00,73.486,65.657,56.606,166.317,68.902,84.190,64.712,66.967,95.168,98.233,29.899,62.703,71.239
200006,Jun-00,73.575,65.877,56.687,165.491,68.908,83.670,64.611,67.772,95.036,98.108,29.899,62.872,71.007
200007,Jul-00,73.285,66.418,56.611,152.664,68.981,82.076,64.874,67.813,95.872,97.946,29.899,63.117,71.166
200008,Aug-00,73.317,65.851,56.769,155.326,69.056,82.612,65.222,67.146,93.884,98.146,29.899,63.462,71.539
200009,Sep-00,73.770,66.064,57.079,161.307,69.225,83.843,65.366,67.355,93.212,98.692,31.613,63.642,71.662
200010,Oct-00,73.783,66.042,57.058,161.589,69.406,82.985,65.489,66.869,93.147,98.982,31.855,63.806,71.944
200011,Nov-00,73.975,66.438,56.982,162.613,69.595,83.980,65.431,66.962,93.354,98.707,31.855,63.932,72.090
200012,Dec-00,74.004,66.558,56.730,161.350,69.704,85.205,65.583,66.677,92.269,98.657,31.855,64.038,72.220
200101,Jan-01,73.516,66.716,57.128,149.916,69.773,82.039,66.007,66.305,89.563,98.352,31.855,64.126,72.412
200102,Feb-01,73.709,66.843,57.528,151.856,69.920,82.698,66.119,66.097,88.651,98.760,31.855,64.245,72.679
200103,Mar-01,73.939,67.692,57.968,154.079,70.003,83.788,66.563,65.743,87.358,98.733,31.855,64.476,72.830
200104,Apr-01,74.407,67.865,58.146,152.496,70.798,83.390,67.037,66.737,87.155,99.212,31.855,64.881,73.245
200105,May-01,74.877,69.734,58.077,152.840,70.926,83.930,67.537,67.551,87.483,99.538,31.855,65.163,73.625
200106,Jun-01,74.999,70.144,58.197,152.689,70.961,83.755,67.117,67.864,87.265,99.650,31.855,65.371,73.867
200107,Jul-01,74.549,68.714,58.147,141.724,70.930,82.219,67.508,68.147,88.115,99.810,31.855,65.566,73.469
200108,Aug-01,74.827,68.544,58.256,145.819,71.097,82.874,67.690,68.251,89.485,100.027,31.855,65.727,73.654
200109,Sep-01,75.037,68.448,58.528,150.366,71.318,84.062,67.835,67.143,89.535,100.221,33.256,65.880,74.057
200110,Oct-01,74.948,68.556,58.632,149.344,71.307,83.257,67.892,66.642,90.056,100.207,33.428,66.105,73.972
200111,Nov-01,74.852,68.429,58.428,150.026,71.326,84.291,68.271,65.264,89.722,100.256,33.428,66.236,73.984
200112,Dec-01,75.011,68.807,58.087,149.449,71.360,85.605,68.320,65.437,89.733,100.477,33.428,66.332,74.212
200201,Jan-02,74.837,69.330,58.561,140.616,71.592,82.713,68.759,65.516,89.407,100.281,33.428,66.441,74.496
200202,Feb-02,74.953,69.343,58.660,140.414,71.739,83.433,68.694,65.611,89.618,100.398,33.428,66.544,74.457
200203,Mar-02,75.196,69.456,58.660,141.874,71.781,84.602,68.967,66.051,89.113,100.723,33.428,66.802,74.568
200204,Apr-02,75.631,69.300,58.732,141.227,72.612,83.573,69.515,67.026,89.216,101.146,33.428,67.109,75.166
200205,May-02,75.807,69.114,59.247,141.756,72.777,84.267,69.748,67.306,89.033,101.022,33.428,67.350,75.340
200206,Jun-02,75.811,68.665,59.171,140.447,72.833,83.544,70.045,67.683,89.171,101.301,33.428,67.610,75.198
200207,Jul-02,75.607,68.603,59.576,131.891,72.716,82.493,69.891,68.529,89.070,101.067,33.428,67.790,75.023
200208,Aug-02,75.784,68.520,59.364,133.376,72.741,82.826,70.319,68.732,89.295,101.715,33.428,67.979,75.170
200209,Sep-02,75.974,68.621,59.677,139.978,72.828,83.860,70.411,67.450,89.428,101.915,34.219,68.145,75.314
200210,Oct-02,76.098,68.725,59.590,139.269,72.872,83.103,70.580,67.338,89.733,102.111,36.270,68.308,76.190
200211,Nov-02,76.065,68.682,59.382,141.200,72.797,83.753,70.642,66.576,89.844,102.167,36.270,68.428,76.140
200212,Dec-02,76.291,68.654,59.088,138.412,72.871,85.006,70.589,68.211,89.743,101.998,36.270,68.573,76.473
200301,Jan-03,75.894,68.645,59.520,132.724,72.913,82.171,71.029,67.699,89.781,101.533,36.270,68.689,75.829
200302,Feb-03,76.142,69.107,59.561,134.339,73.051,82.678,71.268,68.058,89.823,101.710,36.270,68.803,75.941
200303,Mar-03,76.388,69.366,59.552,135.300,73.162,83.940,71.358,68.692,89.890,101.489,36.270,69.042,76.061
200304,Apr-03,76.801,69.633,60.229,135.171,73.949,82.796,71.698,69.866,89.808,101.383,36.270,69.275,76.169
200305,May-03,76.808,70.045,60.394,135.313,73.911,83.862,71.913,69.272,89.922,100.881,36.270,69.522,76.234
200306,Jun-03,76.686,69.657,60.450,134.179,73.844,83.360,72.023,69.242,89.226,100.513,36.270,69.738,76.379
